iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","Pipedrive API v1","Update an activity type","PUT","https://api.pipedrive.com/v1/activityTypes/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","756","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all add-ons for a single company","GET","https://api.pipedrive.com/v1/billing/subscriptions/addons?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","602","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a call log","POST","https://api.pipedrive.com/v1/callLogs?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","456","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all call logs assigned to a particular user","GET","https://api.pipedrive.com/v1/callLogs?start=0&limit=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","420","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete a call log","DELETE","https://api.pipedrive.com/v1/callLogs/<string>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","421","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get details of a call log","GET","https://api.pipedrive.com/v1/callLogs/<string>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","430","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Attach an audio file to the call log","POST","https://api.pipedrive.com/v1/callLogs/<string>/recordings?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","451","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a channel","POST","https://api.pipedrive.com/v1/channels?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","438","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete a channel","DELETE","https://api.pipedrive.com/v1/channels/<string>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","421","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Receives an incoming message","POST","https://api.pipedrive.com/v1/channels/messages/receive?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","419","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete a conversation","DELETE","https://api.pipedrive.com/v1/channels/<string>/conversations/<string>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","423","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all supported currencies","GET","https://api.pipedrive.com/v1/currencies?term=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","221","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all deal fields","GET","https://api.pipedrive.com/v1/dealFields?start=0&limit=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","195","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a new deal field","POST","https://api.pipedrive.com/v1/dealFields?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","335","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete multiple deal fields in bulk","DELETE","https://api.pipedrive.com/v1/dealFields?ids=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","187","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get one deal field","GET","https://api.pipedrive.com/v1/dealFields/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","195","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete a deal field","DELETE","https://api.pipedrive.com/v1/dealFields/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","294","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Update a deal field","PUT","https://api.pipedrive.com/v1/dealFields/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","197","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all deals","GET","https://api.pipedrive.com/v1/deals?user_id=<integer>&filter_id=<integer>&stage_id=<integer>&status=all_not_deleted&start=0&limit=<integer>&sort=<string>&owned_by_you=<number>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","214","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a deal","POST","https://api.pipedrive.com/v1/deals?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","230","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete multiple deals in bulk","DELETE","https://api.pipedrive.com/v1/deals?ids=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","533","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all deals (BETA)","GET","https://api.pipedrive.com/v1/deals/collection?cursor=<string>&limit=<integer>&since=<string>&until=<string>&user_id=<integer>&stage_id=<integer>&status=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","224","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Search deals","GET","https://api.pipedrive.com/v1/deals/search?term=<string>&fields=<string>&exact_match=<boolean>&person_id=<integer>&organization_id=<integer>&status=<string>&include_fields=<string>&start=0&limit=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","216","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get deals summary","GET","https://api.pipedrive.com/v1/deals/summary?status=<string>&filter_id=<integer>&user_id=<integer>&pipeline_id=<integer>&stage_id=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","597","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get deals timeline","GET","https://api.pipedrive.com/v1/deals/timeline?start_date=<date>&interval=<string>&amount=<integer>&field_key=<string>&user_id=<integer>&pipeline_id=<integer>&filter_id=<integer>&exclude_deals=<number>&totals_convert_currency=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","498","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete a deal","DELETE","https://api.pipedrive.com/v1/deals/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","435","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get details of a deal","GET","https://api.pipedrive.com/v1/deals/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","441","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Update a deal","PUT","https://api.pipedrive.com/v1/deals/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","447","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List activities associated with a deal","GET","https://api.pipedrive.com/v1/deals/<integer>/activities?start=0&limit=<integer>&done=<number>&exclude=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","436","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List updates about deal field values","GET","https://api.pipedrive.com/v1/deals/<integer>/changelog?cursor=<string>&limit=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","407","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Duplicate deal","POST","https://api.pipedrive.com/v1/deals/<integer>/duplicate?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","425","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List files attached to a deal","GET","https://api.pipedrive.com/v1/deals/<integer>/files?start=0&limit=<integer>&sort=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","441","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List updates about a deal","GET","https://api.pipedrive.com/v1/deals/<integer>/flow?start=0&limit=<integer>&all_changes=<string>&items=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","452","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List updates about participants of a deal","GET","https://api.pipedrive.com/v1/deals/<integer>/participantsChangelog?limit=<integer>&cursor=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","438","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List followers of a deal","GET","https://api.pipedrive.com/v1/deals/<integer>/followers?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","408","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a follower to a deal","POST","https://api.pipedrive.com/v1/deals/<integer>/followers?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","464","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete a follower from a deal","DELETE","https://api.pipedrive.com/v1/deals/<integer>/followers/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","478","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List mail messages associated with a deal","GET","https://api.pipedrive.com/v1/deals/<integer>/mailMessages?start=0&limit=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","417","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Merge two deals","PUT","https://api.pipedrive.com/v1/deals/<integer>/merge?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","393","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List participants of a deal","GET","https://api.pipedrive.com/v1/deals/<integer>/participants?start=0&limit=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","477","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a participant to a deal","POST","https://api.pipedrive.com/v1/deals/<integer>/participants?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","456","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete a participant from a deal","DELETE","https://api.pipedrive.com/v1/deals/<integer>/participants/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","409","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List permitted users","GET","https://api.pipedrive.com/v1/deals/<integer>/permittedUsers?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","432","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List all persons associated with a deal","GET","https://api.pipedrive.com/v1/deals/<integer>/persons?start=0&limit=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","427","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List products attached to a deal","GET","https://api.pipedrive.com/v1/deals/<integer>/products?start=0&limit=<integer>&include_product_data=<number>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","418","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a product to a deal","POST","https://api.pipedrive.com/v1/deals/<integer>/products?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","442","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Update the product attached to a deal","PUT","https://api.pipedrive.com/v1/deals/<integer>/products/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","444","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete an attached product from a deal","DELETE","https://api.pipedrive.com/v1/deals/<integer>/products/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","432","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all files","GET","https://api.pipedrive.com/v1/files?start=0&limit=<integer>&sort=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","419","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add file","POST","https://api.pipedrive.com/v1/files?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","441","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Create a remote file and link it to an item","POST","https://api.pipedrive.com/v1/files/remote?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","456","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Link a remote file to an item","POST","https://api.pipedrive.com/v1/files/remoteLink?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","408","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete a file","DELETE","https://api.pipedrive.com/v1/files/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","444","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get one file","GET","https://api.pipedrive.com/v1/files/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","415","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Update file details","PUT","https://api.pipedrive.com/v1/files/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","425","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Download one file","GET","https://api.pipedrive.com/v1/files/<integer>/download?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","433","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete multiple filters in bulk","DELETE","https://api.pipedrive.com/v1/filters?ids=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","196","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all filters","GET","https://api.pipedrive.com/v1/filters?type=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","696","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a new filter","POST","https://api.pipedrive.com/v1/filters?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","421","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all filter helpers","GET","https://api.pipedrive.com/v1/filters/helpers?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","432","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete a filter","DELETE","https://api.pipedrive.com/v1/filters/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","450","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get one filter","GET","https://api.pipedrive.com/v1/filters/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","671","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Update filter","PUT","https://api.pipedrive.com/v1/filters/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","669","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a new goal","POST","https://api.pipedrive.com/v1/goals?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","189","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Find goals","GET","https://api.pipedrive.com/v1/goals/find?type.name=<string>&title=<string>&is_active=true&assignee.id=<integer>&assignee.type=<string>&expected_outcome.target=<number>&expected_outcome.tracking_metric=<string>&expected_outcome.currency_id=<integer>&type.params.pipeline_id=<integer>&type.params.pipeline_id=<integer>&type.params.stage_id=<integer>&type.params.activity_type_id=<integer>&type.params.activity_type_id=<integer>&period.start=<date>&period.end=<date>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","247","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Update existing goal","PUT","https://api.pipedrive.com/v1/goals/<string>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","448","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete existing goal","DELETE","https://api.pipedrive.com/v1/goals/<string>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","662","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get result of a goal","GET","https://api.pipedrive.com/v1/goals/<string>/results?period.start=<date>&period.end=<date>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","1016","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Perform a search from multiple item types","GET","https://api.pipedrive.com/v1/itemSearch?term=<string>&item_types=<string>&fields=<string>&search_for_related_items=<boolean>&exact_match=<boolean>&include_fields=<string>&start=0&limit=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","650","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Perform a search using a specific field from an item type","GET","https://api.pipedrive.com/v1/itemSearch/field?term=<string>&field_type=<string>&exact_match=false&field_key=<string>&return_item_ids=<boolean>&start=<integer>&limit=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","437","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all lead labels","GET","https://api.pipedrive.com/v1/leadLabels?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","439","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a lead label","POST","https://api.pipedrive.com/v1/leadLabels?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","431","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Update a lead label","PATCH","https://api.pipedrive.com/v1/leadLabels/<uuid>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","445","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete a lead label","DELETE","https://api.pipedrive.com/v1/leadLabels/<uuid>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","431","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all lead sources","GET","https://api.pipedrive.com/v1/leadSources?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","428","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all leads","GET","https://api.pipedrive.com/v1/leads?limit=<integer>&start=<integer>&archived_status=<string>&owner_id=<integer>&person_id=<integer>&organization_id=<integer>&filter_id=<integer>&sort=<string>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","423","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a lead","POST","https://api.pipedrive.com/v1/leads?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","442","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get one lead","GET","https://api.pipedrive.com/v1/leads/<uuid>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","467","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Update a lead","PATCH","https://api.pipedrive.com/v1/leads/<uuid>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","413","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete a lead","DELETE","https://api.pipedrive.com/v1/leads/<uuid>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","422","116",,,,"0","0","0","0"
"1","Pipedrive API v1","List permitted users","GET","https://api.pipedrive.com/v1/leads/<string>/permittedUsers?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","431","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Search leads","GET","https://api.pipedrive.com/v1/leads/search?term=<string>&fields=<string>&exact_match=<boolean>&person_id=<integer>&organization_id=<integer>&include_fields=<string>&start=0&limit=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","696","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all teams","GET","https://api.pipedrive.com/v1/legacyTeams?order_by=id&skip_users=0&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","207","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add a new team","POST","https://api.pipedrive.com/v1/legacyTeams?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","404","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get a single team","GET","https://api.pipedrive.com/v1/legacyTeams/<integer>?skip_users=0&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","451","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Update a team","PUT","https://api.pipedrive.com/v1/legacyTeams/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","436","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all users in a team","GET","https://api.pipedrive.com/v1/legacyTeams/<integer>/users?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","424","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Add users to a team","POST","https://api.pipedrive.com/v1/legacyTeams/<integer>/users?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","434","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete users from a team","DELETE","https://api.pipedrive.com/v1/legacyTeams/<integer>/users?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","436","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get all teams of a user","GET","https://api.pipedrive.com/v1/legacyTeams/user/<integer>?order_by=id&skip_users=0&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","638","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get one mail message","GET","https://api.pipedrive.com/v1/mailbox/mailMessages/<integer>?include_body=0&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","628","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get mail threads","GET","https://api.pipedrive.com/v1/mailbox/mailThreads?folder=inbox&start=0&limit=<integer>&api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","553","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Delete mail thread","DELETE","https://api.pipedrive.com/v1/mailbox/mailThreads/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","432","116",,,,"0","0","0","0"
"1","Pipedrive API v1","Get one mail thread","GET","https://api.pipedrive.com/v1/mailbox/mailThreads/<integer>?api_token=4b809751552328704650aab64be9d16cd628b7924b809751552328704650aab64be9d16cd628b792","Unauthorized","401","411","116",,,,"0","0","0","0"
